,house_type_id,is_renewal_needed,is_new_development,m2,n_rooms,n_bathrooms,floor,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,latitude,longitude,buy_price
523,0,0,0,60.0,3,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,110000
524,0,0,0,75.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,125000
530,0,0,0,90.0,3,2.0,2.0,1,1,1,1,0,1,0,40.3455389,-3.7109697,179000
531,0,0,0,54.0,1,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,119000
536,0,0,0,50.0,2,1.0,0.5,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,99000
537,0,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
541,0,1,0,104.0,3,2.0,1.0,1,1,0,1,0,1,0,40.3399339,-3.6733878585167616,155000
542,0,0,0,125.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,210000
544,0,0,0,114.0,3,2.0,3.0,1,1,1,0,0,0,0,40.3558406,-3.688398889638639,175000
545,0,0,0,90.0,4,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,165000
546,0,0,0,124.0,3,2.0,3.0,1,1,1,1,1,0,0,40.3399339,-3.6733878585167616,245000
547,0,0,0,75.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,136000
548,0,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,109000
552,0,0,0,60.0,1,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,123000
554,0,0,0,75.0,3,1.0,0.5,1,1,0,1,0,0,0,40.3551089,-3.7001047141537535,140000
555,0,0,0,47.0,1,1.0,5.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,139000
556,0,0,0,80.0,4,1.0,2.0,1,0,0,1,0,1,0,40.3455389,-3.7109697,165000
558,0,0,0,49.0,2,1.0,0.0,1,1,0,1,0,0,0,40.3558406,-3.688398889638639,145000
559,0,0,1,85.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,185000
560,0,0,1,106.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,245000
561,0,0,0,70.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,108000
564,0,0,1,52.0,1,1.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,124000
565,0,0,1,72.0,2,2.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,170000
566,0,0,0,99.0,3,2.0,1.0,1,1,0,1,0,0,1,40.3558406,-3.688398889638639,229000
567,0,0,0,112.0,3,2.0,3.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,299000
587,0,0,0,60.0,2,1.0,0.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,130000
589,0,0,0,70.0,3,1.0,7.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,129000
591,0,0,0,70.0,3,1.0,1.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,130000
593,0,0,0,51.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,115000
594,0,1,0,90.0,2,1.0,4.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,139000
595,0,0,0,55.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,109000
596,0,0,0,73.0,3,1.0,0.5,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,115000
599,0,0,0,97.0,4,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,160000
600,0,0,0,65.0,2,1.0,2.0,0,0,0,0,0,1,0,40.3558406,-3.688398889638639,126000
602,0,0,0,50.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,105000
604,0,0,0,85.0,4,2.0,2.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,155000
608,0,0,0,110.0,3,2.0,6.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,240000
610,0,0,0,68.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,104000
612,0,0,0,56.0,3,1.0,5.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,100000
613,0,0,0,60.0,2,1.0,3.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,135000
614,0,0,0,64.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,112000
617,0,1,0,79.0,4,1.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,129900
618,0,0,0,89.0,3,1.0,1.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,165000
620,0,0,0,75.0,3,1.0,2.0,1,0,1,0,0,0,0,40.3558406,-3.688398889638639,130000
622,0,0,0,56.0,3,1.0,5.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,100000
625,0,0,0,70.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,119000
626,0,0,0,59.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,110000
628,0,0,0,100.0,3,2.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,185000
630,0,0,0,81.0,3,1.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,175000
631,0,1,0,59.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,90000
632,0,1,0,66.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
633,0,0,0,95.0,2,2.0,0.0,1,1,0,0,0,0,0,40.3455389,-3.7109697,145000
636,0,0,0,61.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,123000
637,0,1,0,96.0,4,1.0,6.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,159000
640,0,0,0,83.0,3,1.0,2.0,1,1,1,0,1,0,0,40.3455389,-3.7109697,159000
643,0,1,0,80.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,128000
644,0,0,0,61.0,3,1.0,5.0,1,1,0,0,1,0,0,40.34326305,-3.688352297394898,95000
645,0,0,0,59.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,132000
649,0,0,0,63.0,3,1.0,5.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,100000
651,0,0,0,62.0,2,1.0,6.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,128000
652,2,0,0,112.0,4,2.0,6.0,1,1,1,0,1,0,0,40.3399339,-3.6733878585167616,380000
653,0,0,0,48.0,1,1.0,0.5,1,1,0,0,0,0,0,40.3455389,-3.7109697,85000
656,0,0,0,85.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3399339,-3.6733878585167616,149000
658,0,0,0,108.0,3,2.0,4.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,360000
659,0,0,0,95.0,3,2.0,5.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,240000
660,0,0,0,65.0,3,1.0,4.0,1,0,0,1,1,0,0,40.4058276,-3.6051718,122000
661,0,0,0,60.0,2,1.0,4.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,137000
663,0,0,0,80.0,2,2.0,3.0,1,1,1,1,0,0,0,40.404289,-3.5466159,240000
665,0,1,0,60.0,2,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,109000
666,0,0,0,76.0,1,1.0,0.0,1,1,1,1,1,0,1,40.404289,-3.5466159,180000
667,0,0,0,70.0,3,1.0,0.5,1,0,0,1,1,0,0,40.4058276,-3.6051718,155000
668,0,0,0,63.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,138000
671,0,1,0,73.0,3,1.0,5.0,1,1,1,0,1,0,0,40.4058276,-3.6051718,155000
672,0,0,0,87.0,2,1.0,0.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,169000
674,0,0,0,70.0,2,1.0,0.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,165000
675,0,0,0,48.0,2,1.0,0.0,1,1,0,0,0,0,0,40.4058276,-3.6051718,119900
676,0,0,0,62.0,2,1.0,1.0,1,1,0,0,0,0,0,40.40528629999999,-3.6072004,130000
678,0,0,0,86.0,2,2.0,1.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,250000
679,0,0,0,78.0,2,2.0,0.5,1,1,1,0,0,0,0,40.401583333333,-3.5990944444444,210000
685,0,0,0,110.0,3,2.0,1.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,290000
686,0,0,0,95.0,2,2.0,6.0,1,1,1,1,1,0,0,40.401583333333,-3.5990944444444,269900
690,0,0,0,110.0,3,2.0,1.0,1,1,0,0,0,0,1,40.401583333333,-3.5990944444444,290000
695,0,0,0,80.0,3,1.0,0.0,1,1,0,0,0,0,0,40.4058276,-3.6051718,145000
696,0,0,0,60.0,2,1.0,3.0,1,1,0,0,1,1,0,40.40528629999999,-3.6072004,159000
698,0,0,1,87.0,2,2.0,3.0,1,1,1,1,1,0,1,40.404289,-3.5466159,245000
699,0,0,1,54.0,1,1.0,3.0,1,1,1,1,0,0,1,40.404289,-3.5466159,170000
706,0,0,1,105.0,3,2.0,1.0,1,1,1,1,1,0,1,40.404289,-3.5466159,229000
707,0,0,0,59.0,2,1.0,0.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,90000
711,0,0,1,106.0,3,2.0,8.0,1,1,1,1,1,0,1,40.404289,-3.5466159,260000
713,0,0,0,57.0,2,1.0,3.0,1,0,0,0,1,1,0,40.4058276,-3.6051718,115000
714,0,0,0,51.0,2,1.0,3.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,110000
716,0,0,0,63.0,3,1.0,3.0,1,0,0,1,1,1,0,40.4058276,-3.6051718,145000
717,0,0,0,60.0,3,1.0,4.0,1,0,0,0,1,1,0,40.4058276,-3.6051718,135000
719,0,0,0,63.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,139900
720,0,1,0,66.0,3,1.0,1.0,1,1,0,0,0,1,0,40.4058276,-3.6051718,138000
721,0,1,0,66.0,3,1.0,3.0,1,1,0,0,1,0,0,40.40528629999999,-3.6072004,135000
723,0,1,0,68.0,3,1.0,0.0,1,1,0,0,1,0,0,40.40528629999999,-3.6072004,135000
724,0,0,0,83.0,2,2.0,5.0,1,1,1,1,0,0,0,40.4058276,-3.6051718,210000
725,0,0,0,66.0,3,1.0,2.0,1,1,0,0,0,0,0,40.4058276,-3.6051718,165000
726,0,1,0,61.0,3,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,130000
728,0,1,0,61.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,125000
729,0,0,0,74.0,3,3.0,2.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,190000
731,0,0,0,106.0,4,2.0,3.0,1,1,1,1,0,0,1,40.404289,-3.5466159,295000
734,0,1,0,56.0,2,1.0,1.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,110000
736,0,1,0,54.0,2,1.0,4.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,115000
739,0,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,135000
740,0,0,0,71.0,2,1.0,0.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,165000
741,0,0,0,60.0,2,1.0,1.0,1,1,0,0,0,0,0,40.40528629999999,-3.6072004,135000
754,0,0,1,105.0,3,2.0,2.0,1,1,1,1,1,0,1,40.404289,-3.5466159,260000
758,0,0,1,107.0,3,2.0,8.0,1,1,1,1,1,0,0,40.404289,-3.5466159,265000
759,0,0,1,113.0,3,2.0,4.0,1,1,1,1,1,0,0,40.404289,-3.5466159,285000
761,0,0,1,106.0,3,2.0,8.0,1,1,1,1,1,0,0,40.404289,-3.5466159,270000
762,0,1,0,73.0,3,1.0,5.0,1,1,1,0,1,0,0,40.4058276,-3.6051718,155000
764,0,0,0,115.0,3,2.0,2.0,1,1,1,1,1,0,1,40.401583333333,-3.5990944444444,320000
765,0,0,0,75.0,3,2.0,2.0,1,1,1,1,0,1,0,40.401583333333,-3.5990944444444,260000
767,0,1,0,59.0,3,1.0,2.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,115000
768,0,1,0,65.0,3,1.0,1.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,150000
773,0,1,0,60.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,115000
775,0,0,0,119.0,4,2.0,1.0,1,1,1,0,1,0,0,40.401583333333,-3.5990944444444,310000
778,0,0,0,96.0,3,2.0,7.0,1,1,1,0,1,0,0,40.40528629999999,-3.6072004,245000
780,0,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,120000
782,0,1,0,73.0,3,1.0,2.0,1,0,0,1,1,0,0,40.40528629999999,-3.6072004,139000
783,0,0,0,74.0,2,1.0,4.0,1,1,0,1,0,0,0,40.4058276,-3.6051718,160000
784,0,0,0,74.0,2,1.0,4.0,1,1,0,1,0,0,0,40.4058276,-3.6051718,160000
785,0,0,0,62.0,2,1.0,4.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,140000
786,0,0,0,63.0,3,1.0,3.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,126000
793,0,1,0,64.0,3,1.0,0.0,1,1,0,0,0,0,0,40.40528629999999,-3.6072004,138000
794,0,0,0,52.0,2,1.0,4.0,1,1,0,0,1,0,0,40.40528629999999,-3.6072004,119900
795,0,1,0,79.0,3,1.0,1.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,149000
796,0,0,0,58.0,1,1.0,-1.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,130000
799,0,0,0,84.0,2,2.0,2.0,1,1,1,1,0,0,1,40.404289,-3.5466159,219000
800,0,0,0,84.0,2,2.0,2.0,1,1,1,1,0,0,1,40.404289,-3.5466159,240000
805,0,0,0,57.0,2,1.0,1.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,138000
806,0,0,0,63.0,2,1.0,5.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,118000
807,0,0,0,112.0,3,2.0,2.0,1,1,0,1,0,0,1,40.401583333333,-3.5990944444444,375000
808,0,0,0,98.0,3,2.0,3.0,1,1,1,0,1,0,0,40.401583333333,-3.5990944444444,290000
809,0,0,0,85.0,3,1.0,4.0,1,0,1,1,1,1,0,40.4058276,-3.6051718,135000
810,0,0,0,70.0,3,1.0,3.0,1,0,0,1,1,0,0,40.40528629999999,-3.6072004,143000
811,0,0,0,69.0,3,1.0,0.0,0,0,0,0,1,0,0,40.4058276,-3.6051718,126000
813,0,0,0,40.0,1,1.0,0.0,1,1,0,0,0,0,0,40.40528629999999,-3.6072004,135000
814,0,0,0,64.0,1,1.0,0.0,1,1,0,0,0,0,0,40.401583333333,-3.5990944444444,230000
815,0,0,0,69.0,3,1.0,3.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,143000
817,0,0,0,110.0,4,2.0,1.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,260000
818,0,0,0,70.0,3,1.0,4.0,1,0,0,1,1,0,0,40.40528629999999,-3.6072004,169900
819,0,0,0,63.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,130000
820,2,0,0,129.0,3,2.0,5.0,1,1,1,0,0,0,0,40.401583333333,-3.5990944444444,545000
821,0,0,0,92.0,3,1.0,2.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,175000
822,0,0,0,85.0,2,2.0,0.0,1,1,1,1,0,0,1,40.4058276,-3.6051718,235000
823,0,1,0,62.0,2,1.0,4.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,98000
825,0,0,0,65.0,3,1.0,3.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,145000
828,0,0,0,65.0,3,1.0,4.0,1,0,0,1,1,0,0,40.4058276,-3.6051718,125000
829,0,0,0,81.0,4,2.0,1.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,260000
830,0,0,0,94.0,2,2.0,5.0,1,1,1,1,0,0,0,40.4058276,-3.6051718,238000
831,0,1,0,95.0,4,2.0,3.0,1,0,0,0,1,1,0,40.40528629999999,-3.6072004,210000
832,0,0,0,50.0,1,1.0,0.0,1,0,1,1,0,0,0,40.40528629999999,-3.6072004,99900
833,0,0,0,105.0,3,2.0,2.0,1,1,1,1,1,0,1,40.401583333333,-3.5990944444444,340000
834,0,0,0,63.0,3,1.0,3.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,147000
835,0,1,0,62.0,2,1.0,0.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,93000
836,0,1,0,101.0,3,1.0,3.0,1,1,0,0,1,1,1,40.40528629999999,-3.6072004,190000
837,0,0,0,110.0,3,2.0,4.0,1,1,1,0,0,0,0,40.401583333333,-3.5990944444444,340000
838,0,0,0,50.0,1,1.0,1.0,1,1,1,1,1,1,0,40.40528629999999,-3.6072004,220000
839,0,0,0,105.0,3,2.0,4.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,335000
841,0,0,0,110.0,3,2.0,0.0,1,1,1,0,0,0,0,40.401583333333,-3.5990944444444,285000
842,0,0,0,110.0,3,2.0,0.5,1,1,1,0,0,0,0,40.401583333333,-3.5990944444444,285000
843,0,0,0,76.0,3,3.0,1.0,1,1,1,0,0,0,0,40.4058276,-3.6051718,189000
844,0,0,0,64.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,125000
845,0,0,0,53.0,2,1.0,0.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,165000
846,0,1,0,55.0,3,1.0,3.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,147000
847,0,0,0,60.0,3,2.0,1.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,125000
851,0,0,0,70.0,2,1.0,3.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,145000
852,0,0,0,55.0,1,1.0,4.0,1,1,0,1,0,0,1,40.401583333333,-3.5990944444444,180000
853,0,0,0,60.0,2,1.0,4.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,110000
854,0,0,0,58.0,2,1.0,3.0,1,1,0,0,1,0,0,40.40528629999999,-3.6072004,155000
856,0,1,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,129000
866,0,0,0,60.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,108000
867,0,0,0,60.0,2,1.0,4.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,115000
868,0,0,0,61.0,3,1.0,3.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,147000
869,0,1,0,62.0,3,1.0,4.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,120000
872,0,0,1,69.0,2,2.0,3.0,1,1,1,1,0,0,1,40.404289,-3.5466159,176000
873,0,0,1,76.0,2,2.0,2.0,1,1,1,1,0,0,1,40.404289,-3.5466159,183000
877,0,0,1,106.0,3,2.0,7.0,1,1,1,1,1,0,1,40.404289,-3.5466159,255000
878,0,0,1,107.0,3,2.0,8.0,1,1,1,1,1,0,1,40.404289,-3.5466159,260000
880,0,0,1,108.0,3,2.0,1.0,1,1,1,1,1,0,1,40.404289,-3.5466159,240000
885,0,0,0,45.0,2,1.0,0.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,90000
886,0,0,0,60.0,2,1.0,4.0,1,0,1,0,1,0,0,40.4058276,-3.6051718,115000
888,0,0,0,75.0,3,2.0,2.0,1,1,1,1,0,0,0,40.401583333333,-3.5990944444444,290000
889,0,0,0,91.0,2,2.0,2.0,1,1,1,0,0,0,1,40.401583333333,-3.5990944444444,275000
906,0,0,0,65.0,2,1.0,2.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,118000
918,0,0,0,90.0,2,1.0,1.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,260000
919,0,0,0,55.0,1,1.0,0.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,115000
920,0,0,0,56.0,1,1.0,-1.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,130000
921,0,0,0,67.0,2,1.0,0.0,1,1,0,0,1,0,0,40.4058276,-3.6051718,140000
923,0,0,0,52.0,2,1.0,0.0,1,1,0,0,1,0,0,40.4058276,-3.6051718,140000
924,0,1,0,90.0,3,1.0,1.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,145000
925,0,1,0,52.0,3,1.0,4.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,135000
928,0,0,0,88.0,3,2.0,3.0,1,1,1,1,0,0,0,40.4058276,-3.6051718,290000
933,0,0,0,70.0,3,1.0,3.0,1,0,0,1,1,0,0,40.40528629999999,-3.6072004,143000
934,0,0,0,65.0,3,1.0,4.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,119900
947,0,0,0,66.0,3,1.0,4.0,1,1,0,0,1,0,0,40.4058276,-3.6051718,155000
949,2,0,0,55.0,1,1.0,3.0,1,1,1,0,0,0,1,40.36923675,-3.61257634577546,127000
950,0,0,0,45.0,1,1.0,3.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,175000
951,0,0,0,57.0,1,1.0,5.0,1,1,1,0,0,0,1,40.36923675,-3.61257634577546,168000
952,0,0,0,90.0,3,2.0,1.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,198000
953,0,0,0,54.0,1,1.0,2.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,157000
955,0,0,0,82.0,3,1.0,1.0,1,1,0,0,0,0,0,40.3773477,-3.6217118,159900
957,0,0,0,114.0,3,2.0,2.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,350000
958,0,0,0,114.0,3,2.0,1.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,330000
959,0,0,0,119.0,3,2.0,3.0,1,1,1,0,1,0,0,40.3829244,-3.6117674,310000
960,0,0,0,101.0,3,2.0,2.0,1,1,1,0,1,0,0,40.3829244,-3.6117674,215000
962,0,0,0,76.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,129900
964,0,0,0,60.0,1,1.0,5.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,185000
965,0,0,0,75.0,3,1.0,2.0,1,0,0,0,1,1,0,40.3773477,-3.6217118,152000
967,0,0,0,65.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3773477,-3.6217118,118000
968,0,0,0,98.0,3,2.0,1.0,1,1,1,1,1,0,0,40.36923675,-3.61257634577546,240000
971,0,0,0,79.0,2,2.0,1.0,1,1,1,1,0,0,0,40.36923675,-3.61257634577546,195000
972,0,0,0,118.0,4,2.0,5.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,305000
974,0,0,0,72.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,125000
977,0,0,0,99.0,2,2.0,2.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,295000
981,0,0,0,69.0,2,1.0,2.0,1,1,0,1,1,0,0,40.3773477,-3.6217118,179000
982,0,0,0,83.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,154000
983,0,0,0,87.0,2,2.0,2.0,1,1,1,1,0,0,0,40.3773477,-3.6217118,195000
987,0,1,0,82.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,139000
992,0,0,0,101.0,4,2.0,1.0,1,1,1,0,1,0,0,40.3829244,-3.6117674,229000
993,2,0,0,120.0,3,2.0,4.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,395000
994,0,0,1,67.0,2,2.0,2.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,199000
995,0,0,1,67.0,2,2.0,3.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,199900
1003,0,0,0,111.0,3,2.0,2.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,340000
1004,0,0,0,93.0,3,1.0,2.0,1,1,0,0,0,0,0,40.3829244,-3.6117674,199000
1005,0,0,0,52.0,1,1.0,3.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,167000
1009,0,1,0,94.0,3,2.0,2.0,1,1,0,0,1,0,0,40.3829244,-3.6117674,159000
1010,0,0,0,70.0,1,1.0,0.0,1,1,1,1,0,0,0,40.36923675,-3.61257634577546,210000
1013,0,0,0,76.0,1,1.0,2.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,185000
1014,0,0,0,111.0,3,2.0,3.0,1,1,1,0,1,0,0,40.3829244,-3.6117674,235000
1015,0,0,0,76.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3829244,-3.6117674,155000
1017,0,0,0,71.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3773477,-3.6217118,110000
1019,0,1,0,70.0,3,1.0,1.0,1,0,1,0,1,0,0,40.3773477,-3.6217118,149900
1022,0,0,0,51.0,2,1.0,1.0,1,1,0,0,0,0,0,40.3773477,-3.6217118,159000
1023,0,0,0,46.0,1,1.0,2.0,1,1,0,1,0,0,1,40.36923675,-3.61257634577546,155000
1027,0,0,0,55.0,1,1.0,3.0,1,1,0,0,0,0,1,40.36923675,-3.61257634577546,124000
1029,0,0,0,54.0,1,2.0,1.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,185000
1031,0,0,0,70.0,1,1.0,4.0,1,1,1,0,0,0,1,40.36923675,-3.61257634577546,205000
1039,0,0,0,60.0,1,1.0,1.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,200000
1040,0,0,0,77.0,2,1.0,3.0,1,1,1,0,0,0,1,40.36923675,-3.61257634577546,243000
1042,0,0,0,70.0,3,2.0,1.0,1,1,0,1,0,0,0,40.3773477,-3.6217118,179000
1043,0,0,0,69.0,3,2.0,0.0,1,1,1,0,1,0,0,40.3773477,-3.6217118,185000
1044,0,0,0,73.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,129900
1045,0,0,0,71.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3773477,-3.6217118,110000
1046,1,0,0,56.0,0,1.0,2.0,1,1,1,0,1,0,1,40.36923675,-3.61257634577546,128000
1047,0,0,0,57.0,1,1.0,5.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,169000
1048,0,0,0,92.0,3,1.0,3.0,1,0,0,0,0,1,0,40.36923675,-3.61257634577546,179900
1049,0,0,0,60.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,100000
1053,0,0,0,110.0,3,2.0,3.0,1,1,1,1,0,0,0,40.36923675,-3.61257634577546,340000
1054,0,0,0,56.0,1,2.0,4.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,175000
1055,0,0,0,97.0,3,2.0,1.0,1,1,0,0,0,1,0,40.3773477,-3.6217118,199000
1057,0,0,0,82.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,138000
1060,0,0,0,85.0,2,1.0,3.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,240000
1061,0,0,0,55.0,1,1.0,4.0,1,1,1,0,0,0,1,40.36923675,-3.61257634577546,135000
1063,2,0,0,95.0,2,1.0,5.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,310000
1070,0,0,0,119.0,4,2.0,4.0,1,1,1,0,1,0,1,40.3829244,-3.6117674,320000
1072,2,0,0,126.0,3,2.0,7.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,425000
